id,content
1827,"Acredito que seria justo mostrar filmes pouco conhecidos que se baseiam nos gostos que a pessoa falou, assim acaba dando mais visibilidade a filmes bons com uma história ótima mas que não tem o conhecimento que mereciam."
1830,"Particularmente, odeio finais tristes. Então para me fazer uma excelente sugestão de filme, além do enredo, esse fator desse considerado."
1801,"Se a seleção é em base nossas preferências não vejo motivos para ser injusto não viabilizar os demais. Hoje, várias plataformas exibem diversos títulos e se tornaria uma experiência mais agradável com indicações de filmes, baseado com o que nos identificamos. Injusto é assistir um filme de 1h40, se conseguir concluir, e não gostar, ser uma perca de tempo que poderia ter sido otimizado, com o auxílio da I.A."
1810,"Consideraria injusta se a recomendação só fosse de filmes em alta, de alto orçamento. Seria justo a recomendação de filmes menos conhecidos, mesmo tendo um baixo orçamento, sendo uma indicação por boas atuações."
1875,Acho q um aplicativo de recomendações de filmes pelos seus gostos já pré selecionados não teria como dar recomendações injustas.
1876,"Foi recomendado as sequências de alguns filmes que eu já havia classificado, assim deixando de aparecer novos tipos, ao invés de se fixar em uma franquia, faltou explorar um pouco além destes"
1877,Injusto colocar um filme de terror ou suspense pata quem não gosta do gênero.
1898,"Alguns filmes de ação eu nunca vi ou não reconheci o título, alguns eu sei porque meu pai gosta desse gênero! Minhas preferências são comédia, romance, aventura e animações! Vi poucas opções nesses gêneros para escolher!"
1915,"Nesse teste foi injusto pois em nenhum momento foi solicitado os gêneros que eu gosto. 

Somente foi indicadonos filmes para escolha."
1918,Recomendações de filmes injusto quando você consideram o filme ruim mas recomendam por popularidade
1963,"As recomendações foram óbvias porque seguiram o gênero geral dos filmes. Em filmes onde o gênero não é claramente definido, o algoritmo vai ter dificuldade em fazer uma indicação apropriada."
1980,"eu não gosto quando os sistemas de IA recomendam somente pelo hypedos filmes, mas quando eles ""aprendem"" os meus gostos eu fico bem satisfeita."
1983,"Acredito que as recomendações acabam sendo pouco injustas porque levam em consideração o que é popular. Todos os filmes que foram recomendados são populares dentre os que eu assisto, nenhum me surpreendeu. Mas, apesar disso, o algoritmo conseguiu entender os meus gostos e aí tenho menos chance de errar na escolha do filme."
2000,"Neste caso, a maioria dos filmes foram continuações dos filmes que eu havia escolhido, porém os que não eram continuações fazem total sentido pelo gênero que eu gosto e assisto."
2031,Não sei responder a pergunta em questão.
2062,Muitas das recomendações foram filmes que já havia assistido.
2127,"A partir do memento que você procura uma recomendação , obviamente se vai pelo gosto pessoal . Quando se seleciona opções que vai te levar por esse caminho próprio , seria uma recomendação justa , porém , quando você não leva em consideração outros fatores que não são selecionados , pode se dizer que o "" tiro no escuro "" seria uma recomendacão injusta."
2130,"Na realidade a primeira parte é que me pareceu injusta. Tive necessariamente que avaliar 7 filmes, sendo que três deles eu não assisti."
2133,"Consideraria injustas se me recomendasse filmes que eu não olharia, nem mesmo por recomendação."
2107,"Acho que nem sempre vai ser claro, as vezes assistimos algo apenas por assistir!"
2124,"Poderia ser recomendação injusta em casos que as seleções fossem decididas a partir de temas de filmes. As vezes, gostamos da história, mas não do gênero e por aí vai."
2165,"Os filmes indicados tinha por base o gênero que mais assisti, no caso terror, thriller e animação, assim achei justa as indicações recebidas."
2164,Acho super justo pois as vezes estamos indeciso ou não sabemos qual filme ver essa pode ser uma boa alternativa para gente tanto descobrir filmes novos ou rever eles
2243,"Creio que são justas as recomendações de filmes, até por que muitas das pessoas são bastante indecisas no que escolher para aproveitar seu tempo de descanso e tendo uma forma de como pode ajudar seria maravilhoso, tanto em forma de aplicativos como em forma de site."
2198,"As recomendações pra mim foram justas, é o geralmente assisto, a parte injusta o filme de 73 que nunca ouvi falar ."
2258,As recomendações foram justas.
2263,"No geral, a IA sugeriu muitos filmes que já tive curiosidade em assistir, então de certo modo, acertou minhas preferências, ou ao menos curiosidades. Acredito que sugerir filmes de baixo orçamento ou baixa popularidade é um ponto justo e positivo, fazendo com quem as pessoas tenham um maior conhecimento sobre filmes no gênero de seu interesse que não sejam necessariamente blockbuster"
2308,"Levando em consideração que já tinha assistido a maioria dos filmes recomendados,enquanto poucos dos que foram apresentados primeiro, acredito que as recomendações foram muito boas e dentro do que realmente gosto de assistir."
2309,A maioria eu não conheço. Somente os da Disney
2314,Injustas caso não refletissem no meu gosto pessoal e histórico de filmes que marquei como assistidos e filmes com boas avaliações dadas por mim. Justas as recomendações de filmes que seguem esse critério.
2345,No caso das recomendações serem totalmente diferentes dos filmes anteriores
2362,São justas quando o algoritmo consegue realmente se basear em um seleção de filmes que assistimos.
2394,"Eu consideraria as recomendações de filmes injustas diante de uma troca de gênero muito brusca, como preferir filmes de comédia romântica e indicarem um thriller. 
Considero justas as recomendações com similaridades às preferências."
2433,Acredito que uma recomendação justa é aquela que condiz com o que a pessoa costuma assistir
2393,.
2427,Ele analisa a partir das informações que fornecemos. Não tem como apontar se está justo ou não uma seleção feita a partir de uma inteligência artificial.
2428,"Na verdade em nenhum caso, as recomendações estão de acordo com o que venho pesquisando e assistindo, e mesmo que seja recomendado algum filme fora do que geralmente assisto não vejo nada de ruim nisso, se eu ano quero assistir e só não assistir, as recomendações servem pata te dar um direcionamento melhor, não escolher por vc."
2464,"Justas quando são quando a maioria gostou e recomendou 
Injustas são falsas afirmações sobre os filmes serem bons ou não"
2509,Alguns filmes que aparecem nunca tinha ouvido falar
2515,"Acho que são justas quando recomendam filmes com o mesmo estilo de animação, gênero e ano de lançamento dos filmes que eu já gosto. 

Por exemplo, com base nos meus gostos seria injusto me recomendar um filme da Marvel ou de terror."
2510,Injustas se me indicassem somente filmes de ação
2854,Em aplicativos de streaming acho justo
2891,…
2574,"Eu gostei muito pois todos os filmes que recomendou foram bons, porém a maioria é muito conhecido."
2619,Justas quando o algoritmo já pegou que gosto bastante daquele gênero e me recomenda do.mesmo .
2637,"Quando tem uma maior base de dados. 
 Achei essa pouca. Poderia ter mais opções para ampliar o número de escolhas."
2684,Não sei
2622,Quando não está de acordo com meus gostos.
2704,"Justas quando indicasse filmes parecidos, ou do mesmo gênero aos que já assisti, injusto quando ocorresse o oposto disso.
Por exemplo, não assisto filme de terror, não marcaria nenhum e nas recomendações aparecesse esse gênero."
2701,No caso de as opções serem totalmente iguais ou totalmente longe do meu gosto
2724,"É justo quando o algoritmo considera a recomendação com base em um gênero, por exemplo: indicar outros filmes de romance por ter tido o expectador gostado de algum filme do gênero.
Por outro lado, seria injusto indicar filmes com base num ator, simplesmente porque o expectador gostou de algum filme com ele. Basear o gosto simplesmente num ator, pode trazer diversos gêneros diferentes para as opções do expectador"
2721,"Recomendações injustas: Duas das recomendações não assistiria de forma alguma. 
Justas: Foram recomendados filmes de sequências de filmes que eu avaliei, o que seria útil caso eu ainda não tivesse visto os mesmos."
2874,Nenhuma gostai das recomendações
2908,Falta de opções de escolha
2953,"Na verdade, se for procurado por gênero, acredito que apareçam muitas sugestões que já foram vistas pelo telespectador. Mas pesquisando por mais de um gênero, acredito que as sugestões sejam de ótima ajuda!"
2970,Não consideraria injusto
2974,Em casos onde as escolhas são guiadas apenas pelo estilo favorito selecionado anteriormente.
2973,No caso de não ter nenhum filme que me interessa
3041,"Minhas preferências por filmes são animações, romance e comedia.
Porém as indicações não tiveram muito a ver com essas preferências"
3100,Muito justas e baseadas nas minhas primeiras escolhas
3021,"Na tela inicial colocaria filmes mais conhecidos, para ajudar a seleção de filmes que gostaria de assistir."
3024,Foram todas justas.
3101,"A partir do meu gosto, até então, encaixou perfeitamente e achei justo. Teve filme que nunca vi, mas já ouvi falar"
3148,Justas
3149,"Consideraria injustas se baseadas somente em poucas avaliações.
Consideraria justas, se baseadas em mais algumas questões, como por exemplo uma maior quantidade de perguntas."
3157,"Justas. Só foram recomendados gêneros fora dos que eu avaliei. Tiveram recomendações de terror, por exemplo, sendo que grande parte dos filmes que avaliei foram animações infantis."
3152,Filmes muito conhecidos ou sequências
3233,Justa
3216,"Ao indicar o primeiro filme de uma franquia, quando já indiquei ter assistido o segundo, uma vez que obviamente já deveria ter assistido ao primeiro, não vejo necessidade de indicar o primeiro filme."
3250,"Os filmes que recomendaram, foram os mesmos marcados anteriormente. Tirando o que escolhi pra assistir, que foi o unico fora da lista."
3267,Não vejo porque a indicação de filmes usando IA seria injusta
3270,"Justo quando apresenta recomendações diante dos interesses atuais do usuário, já que os algoritmos lêem o ""momento"", mas injusto quando não abre um leque maior de opções, por exemplo na pesquisa, dentre os filmes apresentados na opção ""todos"", que foi a que escolhi por gostar de filmes de categorias diversas, as recomendações foram boas e coerentes com as classificações que eu dei, mas a própria opção ""todos"" era limitada, não tinha por exemplo filmes de suspense e terror que dispertam também meu endereço."
3287,"Acho injusta a recomendação de filme, quando a indicação é de filme não combina com o gosto da pessoa, como os filmes que ela selecionou que gosta e assiste."
3304,No meu caso eu selecionei filmes de comédia e romance e me indicou alguns filmes de terror
3349,"Eu não acho injusto o sistema de assistência virtual, pelo contrário, até porque sempre que precisei me foi recomendado filmes que geralmente não vemos publicações na mídia e que respeitam meu estilo preferido"
3366,"As recomendações se tornam injustas no momento em que promovem demasiadamente um tipo de filme e excluem a oportunidade conhecer outros nomes que não são tão comerciais, ao mesmo tempo pode ser beneficial para uma economia de tempo na procura de filmes por excluir gêneros de filmes que não seriam escolhidos por você através da sua personalidade."
3383,Quando me indicam filme de terror.
3433,Não sei
3386,"Nesse caso as recomendações seguiram certinho de acordo com as minhas escolhas iniciais.
Mas acredito que existam situações em que possam vir recomendações nem tão de acordo com o perfil do usuário, principalmente quando é um usuário que tenha um gosto mais eclético."
3431,"Achei justa apenas de dois filmes dos quais foram selecionados para mim e achei injusto se basearam em tão poucas informações para fazer a seleção. Gosto para filmes deve-se ser feita perguntas mais específicas como, por exemplo, escolha três títulos que mais te surpreendeu ou que esperava não gostar, mas o filme superou a expectativa. 
Acontece muito comigo, pois escolho um filme aleatório já com o pensamento de que não vou gostar, mas assisto mesmo assim, e o filme supera o meu pensamento anterior.
Revejam essa pesquisa, pois não curti!
Boa sorte com as melhorias e espero ter ajudado! Uma boa semana!"
3432,Injustas seriam as recomendações que não teriam nada a ver com os meus costumes de filmes vistos.
3452,Seriam injustas caso só fossem recomendados filmes mais populares.
3514,Não sei dizer
3455,"Gostei bastante das recomendações, hoje em dia buscamos sempre recomendações através da internet e o algoritmo tenta recomendar filmes, séries e livros de acordo com o que você mais interage e esse sistema de recomendação de filme também seguiu dessa forma ao recomendar os filmes mais semelhantes com os que avaliei bem. O que achei um pouco injusto foi o fato das recomendações ter só uma animação, sendo que os mais bem avaliado no início foram de animação."
3531,"Em filmes avaliados com poucas estrelas, se determinado gênero foi avaliado de forma ruim não é justo que haja uma sugestão dele ou de outro nesse mesmo gênero."
3548,Em nenhum dos casos.
3593,"No caso em questão foram recomendações justas, pois ocorreu com base nas minhas avaliações em outros filmes. Recomendações injustas para mim são as que se baseia no que eu assisti independente deu ter gostado ou não, ficam recomendado diversos títulos semelhantes aos que assisti recentemente sem levar em consideração o que achei dos filmes."
3600,"Eu consideraria como justa tomando por base o gênero de filme que eu avaliei, pois indica que assisti, e a nota que eu dei, pois indica o quanto gostei ou não do filme. Assim, é justo que o algoritmo parta da análise dos meus gostos para me indicar filmes semelhantes. Injusto seria o algoritmo me indicar filmes de gêneros completamente diferentes daqueles que eu vi/analisei, pois ele não teria um ponto de partida de onde tirar as informações sobre o meu gosto pessoal. Poderia me sentir desconfortável, inclusive, pensando se o algoritmo coletou outros dados meus sem permissão."
3596,"Sobre os filmes iniciais, seria mais fácil encontrar uma forma de avaliação se eu tivesse assistido a maioria, mas a maioria dos filmes eu não conhecia. Então seria mais legal se na primeira avaliação vcs colocassem filmes famosos de cada genero, assim os filmes recomendados vão ser mais certeiros."
3597,"Seria injusto recomendar filmes de outros tipos que não foram muito votados
Justo seria ter recomendações de filmes com base no q a pessoa já viu"
3633,"De acordo com os filmes que avaliei anteriormente, achei bem condizente as opções de filmes recomendadas, tanto que a grande maioria eu já havia assistido por serem meu estilo."
3636,"Não achei nenhuma injusta.
E achei justa as recomendações dadas pq foram de acordo com a minha seleção de filmes já assistidos."
3653,No geral foi tudo bem só que tem alguns filmes na primeira página que são muito desconhecidos
3670,"Eu achei ótimo as recomendações, assistiria 90% do q me foi recomendado. Porém foram filmes que eu já assisti a maioria, eu assistiria novamente porque eu curto assistir filmes repetidos."
3690,Caso fossem de apenas um estúdio ou diretor.
3691,Quando a recomendação vem de gêneros que não foi escolhido
3724,"Seriam recomendações injustas, aquelas que não tivessem nada haver com o meu perfil."
3725,Realmente teve varios filmes aos quais eu não assistiria.
3685,"O filme gravidade foi recomendo possivelmente por ser ficção científica. Mas ele possui personagens cientistas, se passa no espaço, mas eu não considero ele ficção científica, seria mais um Thriller.
Ex Machina é um exemplo que considero ficção científica, por isso achei a recomendação injusta."
3758,Achei injusta a indicação de filmes que eu já tinha avaliado.
3761,"Não acho que uma inteligência artificial escolhe as opções de forma justa ou injusta, ela apenas se baseia naquilo que você já assistiu ou procurou sobre, não é uma escplha injusta já que são recomendações com base naquilo que você já assistiu."
3823,"As recomendações foram justas e seguiram o que, de acordo com as minhas respostas preliminares (ou seja, de acordo com o meu “gosto”), faziam sentido para que eu escolhesse."
3778,Considero injusta a recomendação de um gênero que eu não selecionei
3826,"É um robo , não sabe nada emocionalmente que me toca ou que gosto"
3844,"Injustas para mim seria se as indicações fossem apenas filmes hypados. No entanto, no caso desse experimento teve um pouco de tudo."
3906,"Injustas se aparecessem filmes fora do padrão que eu escolhi, ex: uma biografia não se encaixaria em filmes que eu escolheria para assistir."
3907,"O meu caso, a maioria dos filmes que assusto são populares, portanto, para o algoritmo escolher uma recomendação seria difícil aparecer com algo que eu já nao tenha visto. Exemplo disso foram as recomendações da pergunta final em que eu tinha assistido a maioria e não tinha interesse nos de gênero que anteriormente escolhi apenas um"
3843,"Injustas, onde por conta de um filme escolhido o algoritmo recomenda o mesmo estilo sempre, exemplo no streaming Netflix por conta de uma vez assistido um filme/série coreana ele só recomenda isso, mesmo assistindo outros estilos, não dando oportunidade para outros estilos."
3861,eu consideraria quando o algoritmo me entregar filmes que não são baseados nos meus gostos pessoais
3960,Seria injusto se selecionassem filmes com gêneros e ideias diferentes dos filmes escolhidos anteriormente
4009,Só se for completamente contra as minhas opiniões anteriores.
3940,Quando elas são de acordo com minhas pesquisas são justas e ampliam a visão apesar de serem do gênero que mais gosto
3957,"Injustas: recomendações baseadas apenas na coincidência de atores que atuaram em algum filme que o usuário gostou.

Justas: histórias levemente semelhantes, mesmos pontos chaves (ex: filmes com foco na superação) em comum."
3991,"considerei todas as seleções justas e de acordo com aquilo que selecionei, o problema é que não consegui pesquisar filmes na primeira etapa"
3994,Considero injusto se o sistema der preferencia a grandes produções. Acho que é inclusive interessante que recomende mais filmes independentes
4028,"Gosto de sugestões por gênero, dão um leque maior para conhecer e escolher melhor"
4059,Indicar outro filme da franquia de filmes que eu selecionei como gostei
4060,"Não sei direito, mas acho que falta opções das quais realmente me faria querer assistir"
4079,Não sei opinar
15,Seria injusto considerar somente filmes famosos e com alto orçamentos. Mas analisando os filmes indicados o algoritmo propôs ótimos filmes.
46,"De acordo com os filmes que avaliei, achei justa as recomendações que recebi. Apesar que as recomendações dos filmes fora um pouco previsíveis, pois entre elas tinha as sequências dos filmes que avaliei. 
Seria injustas as recomendações que não fossem de acordo com os gêneros que avaliei."
